	Genome	Gene	Type	Cluster	Occupancy
1879	NF54	PfNF54_030030200	RIFIN-A	PF3D7_0324800	2
1880	NF54	PfNF54_040005800	RIFIN-A	PF3D7_0400300	2
1881	NF54	PfNF54_040006000	RIFIN-A	PF3D7_0400500	2
1882	NF54	PfNF54_040006100	RIFIN-A	PF3D7_0400700	4
1883	NF54	PfNF54_040006300	RIFIN-A	PF3D7_0400900	2
1884	NF54	PfNF54_040006400	RIFIN-B	PF3D7_0401000	2
1885	NF54	PfNF54_040006600	RIFIN-A	PF3D7_0401200	2
1886	NF54	PfNF54_040006700	RIFIN-A	PF3D7_0401300	2
1887	NF54	PfNF54_040006800	RIFIN-A	PF3D7_0401400	2
1888	NF54	PfNF54_040018700	RIFIN-A	PF3D7_0413200	10
1889	NF54	PfNF54_040018800	RIFIN-A	PF3D7_0413300	10
1890	NF54	PfNF54_040026800	RIFIN-B	PF3D7_0421200	2
1891	NF54	PfNF54_040031100	RIFIN-A	PF3D7_0425700	5
1892	NF54	PfNF54_040031300	RIFIN-A	PF3D7_0425900	6
1893	NF54	PfNF54_050005200	RIFIN-A	PF3D7_0500400	6
1894	NF54	PfNF54_050005300	RIFIN-B	PF3D7_0500500	12
1895	NF54	PfNF54_050036700	RIFIN-B	PF3D7_0532900	15
1896	NF54	PfNF54_060005100	RIFIN-A	PF3D7_0600300	4
1897	NF54	PfNF54_060005300	RIFIN-A	PF3D7_0600500	2
1898	NF54	PfNF54_060005500	RIFIN-A	PF3D7_0600700	2
1899	NF54	PfNF54_060005600	RIFIN-B	PF3D7_0600800	2
1900	NF54	PfNF54_060022700	RIFIN-A	PF3D7_0617700	6
1901	NF54	PfNF54_060037100	RIFIN-B	PF3D7_0631800	2
1902	NF54	PfNF54_060037300	RIFIN-A	PF3D7_0632000	7
1903	NF54	PfNF54_060037400	RIFIN-A	PF3D7_0632100	2
1904	NF54	PfNF54_060037500	RIFIN-A	PF3D7_0632200	2
1905	NF54	PfNF54_060037600	RIFIN-B	PF3D7_0632300	2
1906	NF54	PfNF54_060037700	RIFIN-A	PF3D7_0632400	2
1907	NF54	PfNF54_060037900	RIFIN-B	PF3D7_0632600	6
1908	NF54	PfNF54_060038000	RIFIN-A	PF3D7_0632700	9
1909	NF54	PfNF54_070005600	RIFIN-A	PF3D7_0700200	5
1910	NF54	PfNF54_070005700	RIFIN-A	PF3D7_0700300	8
1911	NF54	PfNF54_070005900	RIFIN-A	PF3D7_0700500	3
1912	NF54	PfNF54_070006700	RIFIN-A	PF3D7_0701800	15
1913	NF54	PfNF54_070017400	RIFIN-A	PF3D7_0713000	14
1914	NF54	PfNF54_070036000	RIFIN-A	PF3D7_0732200	2
1915	NF54	PfNF54_070036100	RIFIN-A	PF3D7_0732300	2
1916	NF54	PfNF54_070036200	RIFIN-A	PF3D7_0732400	7
1917	NF54	PfNF54_070036300	RIFIN-A	PF3D7_0732500	2
1918	NF54	PfNF54_070036500	RIFIN-B	PF3D7_0732700	2
1919	NF54	PfNF54_070036700	RIFIN-A	PF3D7_0732900	2
1920	NF54	PfNF54_080012800	RIFIN-A	PF3D7_0808800	5
1921	NF54	PfNF54_080012900	RIFIN-A	PF3D7_0808900	4
1922	NF54	PfNF54_080035900	RIFIN-A	PF3D7_0832500	2
1923	NF54	PfNF54_080036200	RIFIN-B	PF3D7_0832800	4
1924	NF54	PfNF54_080036400	RIFIN-A	PF3D7_0833000	3
1925	NF54	PfNF54_080036500	RIFIN-A	PF3D7_0833100	3
1926	NF54	PfNF54_080036600	RIFIN-B	PF3D7_0833200	2
1927	NF54	PfNF54_080036800	RIFIN-A	PF3D7_0833400	6
1928	NF54	PfNF54_090005400	RIFIN-A	PF3D7_0900200	8
1929	NF54	PfNF54_090005500	RIFIN-B	PF3D7_0900300	9
1930	NF54	PfNF54_090005700	RIFIN-A	PF3D7_0900400	6
1931	NF54	PfNF54_090005800	RIFIN-B	PF3D7_0900500	2
1932	NF54	PfNF54_090005900	RIFIN-A	PF3D7_0900600	2
1933	NF54	PfNF54_090006000	RIFIN-A	PF3D7_0900700	2
1934	NF54	PfNF54_090006300	RIFIN-B	PF3D7_0901000	2
1935	NF54	PfNF54_090006600	RIFIN-A	PF3D7_0901300	2
1936	NF54	PfNF54_090006700	RIFIN-A	PF3D7_0901400	3
1937	NF54	PfNF54_090006800	RIFIN-A	PF3D7_0901500	3
1938	NF54	PfNF54_090042600	RIFIN-A	PF3D7_0937300	4
1939	NF54	PfNF54_090042700	RIFIN-B	PF3D7_0937400	4
1940	NF54	PfNF54_090042800	RIFIN-A	PF3D7_0937500	3
1941	NF54	PfNF54_090043000	RIFIN-A	PF3D7_0937700	6
1942	NF54	PfNF54_100005400	RIFIN-A	PF3D7_1000200	3
1943	NF54	PfNF54_100005500	RIFIN-B	PF3D7_1000300	2
1944	NF54	PfNF54_100005600	RIFIN-A	PF3D7_1000400	2
1945	NF54	PfNF54_100005700	RIFIN-A	PF3D7_1000500	4
1946	NF54	PfNF54_100005800	RIFIN-B	PF3D7_1000600	8
1947	NF54	PfNF54_100044200	RIFIN-B	PF3D7_1040100	4
1948	NF54	PfNF54_100044400	RIFIN-A	PF3D7_1040300	2
1949	NF54	PfNF54_100044500	RIFIN-B	PF3D7_1040400	2
1950	NF54	PfNF54_100044600	RIFIN-A	PF3D7_1040500	2
1951	NF54	PfNF54_100044700	RIFIN-B	PF3D7_1040600	3
1952	NF54	PfNF54_100044800	RIFIN-A	PF3D7_1040700	3
1953	NF54	PfNF54_100044900	RIFIN-B	PF3D7_1040800	3
1954	NF54	PfNF54_100045000	RIFIN-B	PF3D7_1040900	2
1955	NF54	PfNF54_100045100	RIFIN-A	PF3D7_1041000	2
1956	NF54	PfNF54_100045200	RIFIN-B	PF3D7_1041100	2
1957	NF54	PfNF54_100045300	RIFIN-A	PF3D7_1041200	2
1958	NF54	PfNF54_110005500	RIFIN-A	PF3D7_1100300	3
1959	NF54	PfNF54_110005600	RIFIN-A	PF3D7_1100400	2
1960	NF54	PfNF54_110005700	RIFIN-A	PF3D7_1100500	2
1961	NF54	PfNF54_110006500	RIFIN-A	PF3D7_0701100	4
1962	NF54	PfNF54_110053100	RIFIN-B	PF3D7_1149800	6
1963	NF54	PfNF54_110053300	RIFIN-A	PF3D7_1150000	2
1964	NF54	PfNF54_110053500	RIFIN-A	PF3D7_1150200	3
1965	NF54	PfNF54_110053600	RIFIN-A	PF3D7_1150300	3
1966	NF54	PfNF54_120005300	RIFIN-A	PF3D7_1200200	3
1967	NF54	PfNF54_120005400	RIFIN-B	PF3D7_1200300	3
1968	NF54	PfNF54_120005600	RIFIN-A	PF3D7_1200500	3
1969	NF54	PfNF54_120057400	RIFIN-A	PF3D7_1253700	13
1970	NF54	PfNF54_120057700	RIFIN-B	PF3D7_1254000	3
1971	NF54	PfNF54_120057900	RIFIN-A	PF3D7_1254200	3
1972	NF54	PfNF54_120058100	RIFIN-A	PF3D7_1254400	2
1973	NF54	PfNF54_120058400	RIFIN-A	PF3D7_1254700	5
1974	NF54	PfNF54_120058500	RIFIN-A	PF3D7_1254800	5
1975	NF54	PfNF54_120058700	RIFIN-B	PF3D7_1255000	2
1976	NF54	PfNF54_120058800	RIFIN-A	PF3D7_1255100	3
1977	NF54	PfNF54_130005300	RIFIN-A	PF3D7_1300200	2
1978	NF54	PfNF54_130005500	RIFIN-A	PF3D7_1300400	16
1979	NF54	PfNF54_130005600	RIFIN-A	PF3D7_1300500	3
1980	NF54	PfNF54_130005700	RIFIN-B	PF3D7_1300600	2
1981	NF54	PfNF54_130005800	RIFIN-A	PF3D7_1300700	2
1982	NF54	PfNF54_140005200	RIFIN-A	PF3D7_1400200	2
1983	NF54	PfNF54_140005300	RIFIN-B	PF3D7_1400300	2
1984	NF54	PfNF54_140005400	RIFIN-A	PF3D7_1400400	2
1985	NF54	PfNF54_140005500	RIFIN-B	PF3D7_1400500	2
1986	NF54	PfNF54_140005600	RIFIN-A	PF3D7_1400600	3
1987	NF54	PfNF54_140005800	RIFIN-B	PF3D7_1400800	2
1988	NF54	PfNF54_140082400	RIFIN-B	PF3D7_1479400	3
1989	NF54	PfNF54_140082600	RIFIN-B	PF3D7_1479600	2
1990	NF54	PfNF54_140082700	RIFIN-A	PF3D7_1479700	2
1991	NF54	PfNF54_140082800	RIFIN-B	PF3D7_1479800	2
1992	NF54	PfNF54_140083000	RIFIN-A	PF3D7_1480000	2
1993	SN01	PfSN01_000005200	RIFIN-B	PF3D7_0937400	4
1994	SN01	PfSN01_000005300	RIFIN-A	PF3D7_0937500	3
1995	SN01	PfSN01_000005500	RIFIN-A	PfSN01_000005500	1
1996	SN01	PfSN01_000006900	RIFIN-A	PfCD01_000008400	3
1997	SN01	PfSN01_000009600	RIFIN-A	PfSN01_000009600	1
1998	SN01	PfSN01_000010100	RIFIN-A	PfDd2_040005200	4
1999	SN01	PfSN01_000011400	RIFIN-B	Pf7G8-2_000324900	3
2000	SN01	PfSN01_000012000	RIFIN-A	PfSN01_000012000	1
2001	SN01	PfSN01_000012900	RIFIN-A	PF3D7_0223100	4
2002	SN01	PfSN01_000013100	RIFIN-A	PfDd2_010005400	10
2003	SN01	PfSN01_000013700	RIFIN-A	PfDd2_010019300	6
2004	SN01	PfSN01_000013800	RIFIN-A	PfSN01_000013800	1
2005	SN01	PfSN01_000013900	RIFIN-A	PfGA01_010019400	2
2006	SN01	PfSN01_000014000	RIFIN-A	PfGA01_010019300	6
2007	SN01	PfSN01_000014400	RIFIN-A	PF3D7_0701300	5
2008	SN01	PfSN01_000014800	RIFIN-A	PfSN01_000014800	1
2009	SN01	PfSN01_000015000	RIFIN-A	PfSN01_000015000	1
2010	SN01	PfSN01_000015100	RIFIN-A	PfSN01_000015100	1
2011	SN01	PfSN01_000015300	RIFIN-A	PfSN01_000015300	1
2012	SN01	PfSN01_000015400	RIFIN-A	PfKH02_080005400	2
2013	SN01	PfSN01_000016100	RIFIN-A	PfSN01_000016100	1
2014	SN01	PfSN01_000017200	RIFIN-A	PfSN01_000017200	1
2015	SN01	PfSN01_000018300	RIFIN-A	PfSN01_000018300	1
2016	SN01	PfSN01_000018700	RIFIN-B	PfSN01_000018700	1
2017	SN01	PfSN01_000020800	RIFIN-A	PfSN01_000020800	1
2018	SN01	PfSN01_000021000	RIFIN-A	PF3D7_1300400	16
2019	SN01	PfSN01_000021100	RIFIN-A	PfSN01_000021100	1
2020	SN01	PfSN01_000021200	RIFIN-A	PF3D7_0201200	10
2021	SN01	PfSN01_010017100	RIFIN-B	PF3D7_0114700	16
2022	SN01	PfSN01_010017800	RIFIN-A	Pf7G8-2_000216400:pseudogene	6
2023	SN01	PfSN01_010017900	RIFIN-B	PfSN01_010017900	1
2024	SN01	PfSN01_010018300	RIFIN-A	PfSN01_010018300	1
2025	SN01	PfSN01_030005100	RIFIN-A	PfSN01_030005100	1
2026	SN01	PfSN01_030006000	RIFIN-B	PfSN01_030006000	1
2027	SN01	PfSN01_030006200	RIFIN-A	PfSN01_030006200	1
2028	SN01	PfSN01_030006300	RIFIN-A	PF3D7_0300800	11
2029	SN01	PfSN01_030030200	RIFIN-B	PfSN01_030030200	1
2030	SN01	PfSN01_030030400	RIFIN-A	PfSN01_030030400	1
2031	SN01	PfSN01_030031100	RIFIN-B	PF3D7_0701200	4
2032	SN01	PfSN01_030031200	RIFIN-A	Pf7G8-2_000117900	6
2033	SN01	PfSN01_030031300	RIFIN-B	PfSN01_030031300	1
2034	SN01	PfSN01_030031400	RIFIN-A	PfGA01_020025400	5
2035	SN01	PfSN01_040005300	RIFIN-A	PfSN01_040005300	1
2036	SN01	PfSN01_040005500	RIFIN-A	PfSN01_040005500	1
2037	SN01	PfSN01_040005700	RIFIN-B	PfSN01_040005700	1
2038	SN01	PfSN01_040005800	RIFIN-B	PfCD01_000006300	4
2039	SN01	PfSN01_040007200	RIFIN-A	PF3D7_0402500	16
2040	SN01	PfSN01_040017900	RIFIN-A	PF3D7_0413200	10
2041	SN01	PfSN01_040018000	RIFIN-A	PF3D7_0413300	10
2042	SN01	PfSN01_040025800	RIFIN-A	PF3D7_0617700	6
2043	SN01	PfSN01_040026000	RIFIN-A	PfSN01_040026000	1
2044	SN01	PfSN01_040030300	RIFIN-A	PfGB4_040030400	2
2045	SN01	PfSN01_040030400	RIFIN-A	Pf7G8-2_000215700	9
2046	SN01	PfSN01_040030500	RIFIN-B	PfKE01_000005700	2
2047	SN01	PfSN01_050005100	RIFIN-A	PfSN01_050005100	1
2048	SN01	PfSN01_050005200	RIFIN-A	PfSN01_050005200	1
2049	SN01	PfSN01_050005300	RIFIN-A	PfSN01_050005300	1
2050	SN01	PfSN01_050005500	RIFIN-A	PfSN01_050005500	1
2051	SN01	PfSN01_050005600	RIFIN-A	PfSN01_050005600	1
2052	SN01	PfSN01_050005700	RIFIN-A	PfSN01_050005700	1
2053	SN01	PfSN01_050005900	RIFIN-A	PF3D7_0200200	4
2054	SN01	PfSN01_050006000	RIFIN-A	PfSN01_050006000	1
2055	SN01	PfSN01_050006100	RIFIN-B	PfSN01_050006100	1
2056	SN01	PfSN01_050037400	RIFIN-B	PF3D7_0532900	15
2057	SN01	PfSN01_050037700	RIFIN-A	PfSN01_050037700	1
2058	SN01	PfSN01_060005200	RIFIN-A	PfSN01_060005200	1
2059	SN01	PfSN01_060005500	RIFIN-B	PfNF166_000008300	2
2060	SN01	PfSN01_060022600	RIFIN-A	PF3D7_0712500	14
2061	SN01	PfSN01_060036800	RIFIN-A	PF3D7_0631700	5
2062	SN01	PfSN01_060036900	RIFIN-B	PfKH02_060006700	2
2063	SN01	PfSN01_060037300	RIFIN-A	PfIT_090005500	3
2064	SN01	PfSN01_060037400	RIFIN-A	PfKH02_060006200	2
2065	SN01	PfSN01_060037500	RIFIN-A	PfKH02_060006100	2
2066	SN01	PfSN01_060037600	RIFIN-A	PfKH02_060006000	2
2067	SN01	PfSN01_060037700	RIFIN-A	PfDd2_100045800	8
2068	SN01	PfSN01_070005500	RIFIN-A	PF3D7_1200200	3
2069	SN01	PfSN01_070005600	RIFIN-B	PfSN01_070005600	1
2070	SN01	PfSN01_070005800	RIFIN-A	PfSN01_070005800	1
2071	SN01	PfSN01_070005900	RIFIN-A	PF3D7_0200700	4
2072	SN01	PfSN01_070006300	RIFIN-B	PfSN01_070006300	1
2073	SN01	PfSN01_070006500	RIFIN-A	PfSN01_070006500	1
2074	SN01	PfSN01_070006600	RIFIN-A	PfSN01_070006600	1
2075	SN01	PfSN01_070017600	RIFIN-A	PF3D7_0713000	14
2076	SN01	PfSN01_070036000	RIFIN-B	PF3D7_0731900	15
2077	SN01	PfSN01_070036200	RIFIN-A	PfSN01_070036200	1
2078	SN01	PfSN01_070036300	RIFIN-A	Pf7G8-2_000049300	9
2079	SN01	PfSN01_070036500	RIFIN-B	PF3D7_0900300	9
2080	SN01	PfSN01_070036600	RIFIN-A	PfSN01_070036600	1
2081	SN01	PfSN01_080013400	RIFIN-A	PF3D7_0808800	5
2082	SN01	PfSN01_080037000	RIFIN-A	PfGA01_030031800	4
2083	SN01	PfSN01_080037200	RIFIN-A	PfSN01_080037200	1
2084	SN01	PfSN01_080037300	RIFIN-A	PfSN01_080037300	1
2085	SN01	PfSN01_080037500	RIFIN-A	PfSN01_080037500	1
2086	SN01	PfSN01_090005600	RIFIN-A	PfSN01_090005600	1
2087	SN01	PfSN01_090005800	RIFIN-A	PfSN01_090005800	1
2088	SN01	PfSN01_090006000	RIFIN-B	PfSN01_090006000	1
2089	SN01	PfSN01_090006300	RIFIN-A	PfDd2_090006900	6
2090	SN01	PfSN01_100005300	RIFIN-A	PF3D7_0600300	4
2091	SN01	PfSN01_100005500	RIFIN-A	PF3D7_0100400	5
2092	SN01	PfSN01_100005700	RIFIN-A	PfSN01_100005700	1
2093	SN01	PfSN01_100006000	RIFIN-A	PfSN01_100006000	1
2094	SN01	PfSN01_100006100	RIFIN-B	PfCD01_100006000	5
2095	SN01	PfSN01_100045000	RIFIN-A	PF3D7_1040000	4
2096	SN01	PfSN01_100045100	RIFIN-B	PfSN01_100045100	1
2097	SN01	PfSN01_100045200	RIFIN-A	PfSN01_100045200	1
2098	SN01	PfSN01_100045400	RIFIN-A	PF3D7_0937700	6
2099	SN01	PfSN01_100045500	RIFIN-A	PfDd2_100005200	3
2100	SN01	PfSN01_110052600	RIFIN-A	PfSN01_110052600	1
2101	SN01	PfSN01_110052700	RIFIN-A	PfSN01_110052700	1
2102	SN01	PfSN01_110052900	RIFIN-A	PfHB3_020005800	4
2103	SN01	PfSN01_120006100	RIFIN-A	PF3D7_1373400	3
2104	SN01	PfSN01_120006200	RIFIN-B	PfSN01_120006200	1
2105	SN01	PfSN01_120006300	RIFIN-A	PfDd2_080005600	5
2106	SN01	PfSN01_120045900	RIFIN-B	PfGA01_120045000	2
2107	SN01	PfSN01_120059500	RIFIN-A	PF3D7_1253700	13
2108	SN01	PfSN01_120059900	RIFIN-B	PfCD01_130005900	6
2109	SN01	PfSN01_120060300	RIFIN-A	PfKH01_000029400	2
2110	SN01	PfSN01_120060400	RIFIN-A	PfCD01_130005600	3
2111	SN01	PfSN01_120060600	RIFIN-B	PfSN01_120060600	1
2112	SN01	PfSN01_120060700	RIFIN-A	PfSN01_120060700	1
2113	SN01	PfSN01_120060900	RIFIN-B	PfGA01_000007000	2
2114	SN01	PfSN01_130075100	RIFIN-B	PF3D7_1372600	15
2115	SN01	PfSN01_130075200	RIFIN-A	PfSN01_130075200	1
2116	SN01	PfSN01_130075500	RIFIN-A	PF3D7_0833400	6
2117	SN01	PfSN01_130075600	RIFIN-A	PfSN01_130075600	1
2118	SN01	PfSN01_140006200	RIFIN-A	PfSN01_140006200	1
2119	SN01	PfSN01_140006400	RIFIN-A	PfSN01_140006400	1
2120	SN01	PfSN01_140006700	RIFIN-B	PfGA01_040030500	3
2121	SN01	PfSN01_140007200	RIFIN-A	PfGB4_130005900	2
2122	SN01	PfSN01_140007500	RIFIN-B	PfSN01_140007500	1
2123	SN01	PfSN01_140007600	RIFIN-A	PfSN01_140007600	1
2124	SN01	PfSN01_140007700	RIFIN-B	PfSN01_140007700	1
2125	SN01	PfSN01_140007800	RIFIN-A	PfSN01_140007800	1
2126	SN01	PfSN01_140008000	RIFIN-B	PfDd2_140005200	5
2127	SN01	PfSN01_140086000	RIFIN-A	PfSN01_140086000	1
2128	SN01	PfSN01_140086400	RIFIN-B	PfSN01_140086400	1
2129	SN01	PfSN01_140086600	RIFIN-A	PfSN01_140086600	1
2130	SN01	PfSN01_140086900	RIFIN-A	PfSN01_140086900	1
2131	SN01	PfSN01_140087000	RIFIN-A	PfHB3_060036400	2
2132	SN01	PfSN01_140087100	RIFIN-A	PfSN01_140087100	1
2133	SN01	PfSN01_140087200	RIFIN-A	PfSN01_140087200	1
2134	SN01	PfSN01_140087300	RIFIN-A	PfSN01_140087300	1
2135	SN01	PfSN01_140087400	RIFIN-A	PfSN01_140087400	1
2136	SN01	PfSN01_140087600	RIFIN-A	PfSN01_140087600	1
2137	SN01	PfSN01_140087900	RIFIN-A	PfCD01_030005800	4
2138	SN01	PfSN01_140088100	RIFIN-A	PfSN01_140088100	1
2139	SN01	PfSN01_140088200	RIFIN-A	PfSN01_140088200	1
2140	SN01	PfSN01_140088400	RIFIN-B	PfSN01_140088400	1
2141	SN01	PfSN01_140088500	RIFIN-A	Pf7G8-2_000094100	6
