Unnamed: 0.1	Gene ID	Genome	Chromosome	Start Position	End Position	Product Description	Cluster	Occupancy	Genes in cluster	Number of genes unmapped	Percentage of genes unmapped	Location
673	PfNF166_090005200	NF166	VBRE01000014.1	21104	22292	Rifin/stevor family, putative	PfNF166_090005200	1	PfNF166_090005200	1	100.0	Subtelomeric/Variable
674	PfNF166_090005700	NF166	VBRE01000014.1	36465	37677	Rifin/stevor family, putative	PfNF166_090005700	1	PfNF166_090005700	1	100.0	Subtelomeric/Variable
675	PfNF166_090042400	NF166	VBRE01000014.1	1463775	1473895	erythrocyte membrane protein 1, PfEMP1	PfNF166_090042400	2	PfSN01_000010200, PfNF166_090042400	2	100.0	Subtelomeric/Variable
676	PfNF166_100005200	NF166	VBRE01000016.1	33464	44895	erythrocyte membrane protein 1, PfEMP1	PfNF166_100005200	1	PfNF166_100005200	1	100.0	Subtelomeric/Variable
677	PfNF166_100005500	NF166	VBRE01000016.1	57147	58401	Rifin/stevor family, putative	PfGN01_010019500	2	PfGN01_010019500, PfNF166_100005500	1	50.0	Subtelomeric/Variable
678	PfNF166_100005600	NF166	VBRE01000016.1	61149	62475	Rifin/stevor family, putative	PfNF166_100005600	1	PfNF166_100005600	1	100.0	Subtelomeric/Variable
679	PfNF166_100039800	NF166	VBRE01000016.1	1412232	1415306	S-antigen	PfIT_100039100	2	PfIT_100039100, PfNF166_100039800	2	100.0	Core
680	PfNF166_110052900	NF166	VBRE01000017.1	102642	107581	erythrocyte membrane protein 1, PfEMP1	PfNF166_110052900	1	PfNF166_110052900	1	100.0	Subtelomeric/Variable
681	PfNF166_120005300	NF166	VBRE01000008.1	40985	41386	hypothetical protein	PfNF166_120005300	1	PfNF166_120005300	1	100.0	Subtelomeric/Variable
682	PfNF166_120005400	NF166	VBRE01000008.1	41439	41657	hypothetical protein	PfNF166_120005400	1	PfNF166_120005400	1	100.0	Subtelomeric/Variable
683	PfNF166_120005600	NF166	VBRE01000008.1	56290	57563	rifin	PfNF166_120005600	1	PfNF166_120005600	1	100.0	Subtelomeric/Variable
684	PfNF166_120026200	NF166	VBRE01000021.1	758762	768218	erythrocyte membrane protein 1, PfEMP1	PfNF166_120026200	1	PfNF166_120026200	1	100.0	Core
685	PfNF166_120046600	NF166	VBRE01000021.1	1687176	1695734	erythrocyte membrane protein 1, PfEMP1	PfNF166_120046600	1	PfNF166_120046600	1	100.0	Core
686	PfNF166_120059400	NF166	VBRE01000021.1	2181176	2181661	hypothetical protein	PfNF166_120059400	1	PfNF166_120059400	1	100.0	Subtelomeric/Variable
687	PfNF166_130005900	NF166	VBRE01000023.1	64774	65885	Rifin/stevor family, putative	PfNF166_130005900	1	PfNF166_130005900	1	100.0	Subtelomeric/Variable
688	PfNF166_130006300	NF166	VBRE01000023.1	78146	79141	Rifin/stevor family, putative	PfNF166_130006300	1	PfNF166_130006300	1	100.0	Subtelomeric/Variable
689	PfNF166_130007100	NF166	VBRE01000023.1	116044	120084	hypothetical protein	PfCD01_130006800	5	PfHB3_130007500, PfGA01_130007200, PfGN01_130008000, PfCD01_130006800, PfNF166_130007100	1	20.0	Core
690	PfNF166_130007200	NF166	VBRE01000023.1	122784	128447	hypothetical protein	PfGA01_130007400	7	PfHB3_130007700, PfIT_130006700, PfKH02_000009900, PfGA01_130007400, PfGN01_130008100, PfSN01_000019600, PfNF166_130007200	7	100.0	Core
691	PfNF166_130068800	NF166	VBRE01000023.1	2592609	2593151	Reticulon, putative	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
692	PfNF54_130068500	NF54	VBRF01000025.1	2566810	2567352	Reticulon, putative	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
693	PfNF54_130075500	NF54	VBRF01000026.1	16526	24401	Duffy binding domain/Erythrocyte binding antigen 175, putative	PfNF54_130075500	1	PfNF54_130075500	1	100.0	Subtelomeric/Variable
694	PfSN01_000005500	SN01	PfSN01_00_1	21451	22779	rifin	PfSN01_000005500	1	PfSN01_000005500	1	100.0	Subtelomeric/Variable
695	PfSN01_000005600	SN01	PfSN01_00_1	24633	33463	erythrocyte membrane protein 1 (PfEMP1), pseudogene	Pf7G8-2_000094000	10	Pf7G8_040005600, PfKE01_100005500, Pf7G8-2_000094000, PfGB4_000006900, PfKH01_000028900, PfGA01_040005600, PfGN01_080038400, PfCD01_000006600, PfSN01_000005600, PfNF166_040007200	4	40.0	Subtelomeric/Variable
696	PfSN01_000009500	SN01	PfSN01_00_17	16042	25724	erythrocyte membrane protein 1, PfEMP1	PfSN01_000009500	1	PfSN01_000009500	1	100.0	Subtelomeric/Variable
697	PfSN01_000010200	SN01	PfSN01_00_18	6869	16690	erythrocyte membrane protein 1 (PfEMP1), pseudogene	PfNF166_090042400	2	PfSN01_000010200, PfNF166_090042400	2	100.0	Subtelomeric/Variable
698	PfSN01_000011300	SN01	PfSN01_00_2	10951	12017	rifin	Pf7G8-2_000325000	6	Pf7G8_110005400, PfKE01_020024600, Pf7G8-2_000325000, PfGA01_020025200, PfCD01_050006100, PfSN01_000011300	2	33.33333333333333	Subtelomeric/Variable
699	PfSN01_000011400	SN01	PfSN01_00_2	14369	15453	rifin	Pf7G8-2_000324900	3	Pf7G8_110005300, Pf7G8-2_000324900, PfSN01_000011400	1	33.33333333333333	Subtelomeric/Variable
700	PfSN01_000012000	SN01	PfSN01_00_2	28489	29900	rifin	PfSN01_000012000	1	PfSN01_000012000	1	100.0	Subtelomeric/Variable
701	PfSN01_000012100	SN01	PfSN01_00_2	31711	41664	erythrocyte membrane protein 1, PfEMP1	PfSN01_000012100	1	PfSN01_000012100	1	100.0	Subtelomeric/Variable
702	PfSN01_000012600	SN01	PfSN01_00_20	2353	9634	erythrocyte membrane protein 1, PfEMP1	PfCD01_050039600	4	PfIT_070005800, PfCD01_050039600, PfSN01_000012600, PfNF166_090042600	2	50.0	Subtelomeric/Variable
703	PfSN01_000012700	SN01	PfSN01_00_20	10702	16465	erythrocyte membrane protein 1, PfEMP1	PfSN01_000012700	1	PfSN01_000012700	1	100.0	Subtelomeric/Variable
704	PfSN01_000013100	SN01	PfSN01_00_3	8560	9793	rifin	PfDd2_010005400	10	PfDd2_010005400, Pf7G8_020005700, PfIT_050038400, PfKH02_030006100, PfKE01_070005300, Pf7G8-2_000049100:pseudogene, PfGB4_070037500, PfKH01_080038000, PfGA01_000006600, PfSN01_000013100	1	10.0	Subtelomeric/Variable
705	PfSN01_000013400	SN01	PfSN01_00_4	878	1156	hypothetical protein	PfSN01_000013400	1	PfSN01_000013400	1	100.0	Subtelomeric/Variable
706	PfSN01_000013600	SN01	PfSN01_00_4	1826	2536	N-terminal segments of PfEMP1/Duffy binding domain containing protein, putative	PfSN01_000013600	1	PfSN01_000013600	1	100.0	Subtelomeric/Variable
707	PfSN01_000013700	SN01	PfSN01_00_4	6594	7771	rifin	PfDd2_010019300	6	PfDd2_010019300, Pf7G8_010005700, PfKE01_010005100, Pf7G8-2_000035600, PfCD01_050039300, PfSN01_000013700	1	16.666666666666664	Subtelomeric/Variable
708	PfSN01_000013800	SN01	PfSN01_00_4	9642	10875	rifin	PfSN01_000013800	1	PfSN01_000013800	1	100.0	Subtelomeric/Variable
709	PfSN01_000014000	SN01	PfSN01_00_4	15582	16840	rifin	PfGA01_010019300	6	PfHB3_010019000, PfKH01_010020200, PfGA01_010019300, PfGN01_010019200, PfSN01_000014000, PfNF166_000019500	4	66.66666666666666	Subtelomeric/Variable
710	PfSN01_000015500	SN01	PfSN01_00_5	36202	45948	erythrocyte membrane protein 1, PfEMP1	Pf7G8-2_000552900	5	Pf7G8_140084600, PfKE01_050037800, Pf7G8-2_000552900, PfGA01_000007700, PfSN01_000015500	2	40.0	Subtelomeric/Variable
711	PfSN01_000019600	SN01	PfSN01_00_8	86976	93738	surface-associated interspersed protein (SURFIN)	PfGA01_130007400	7	PfHB3_130007700, PfIT_130006700, PfKH02_000009900, PfGA01_130007400, PfGN01_130008100, PfSN01_000019600, PfNF166_130007200	7	100.0	Core
712	PfSN01_000020700	SN01	PfSN01_00_9	19330	26788	erythrocyte membrane protein 1, PfEMP1	PfSN01_000020700	1	PfSN01_000020700	1	100.0	Subtelomeric/Variable
713	PfSN01_000020900	SN01	PfSN01_00_9	32130	45177	erythrocyte membrane protein 1, PfEMP1	PfHB3_130080100	3	PfHB3_130080100, PfSN01_000020900, PfNF166_000006800	3	100.0	Subtelomeric/Variable
714	PfSN01_010017800	SN01	PfSN01_01	498027	499357	rifin	Pf7G8-2_000216400:pseudogene	6	Pf7G8_080005800, PfIT_000012000, PfKH02_080006100, Pf7G8-2_000216400:pseudogene, PfCD01_080005700, PfSN01_010017800	3	50.0	Subtelomeric/Variable
715	PfSN01_010018400	SN01	PfSN01_01	513102	520237	erythrocyte membrane protein 1, PfEMP1	PfSN01_010018400	1	PfSN01_010018400	1	100.0	Subtelomeric/Variable
716	PfSN01_030031500	SN01	PfSN01_03	1031363	1038746	erythrocyte membrane protein 1, PfEMP1	PfSN01_030031500	1	PfSN01_030031500	1	100.0	Subtelomeric/Variable
717	PfSN01_040005200	SN01	PfSN01_04	23250	30833	erythrocyte membrane protein 1, PfEMP1	PfSN01_040005200	1	PfSN01_040005200	1	100.0	Subtelomeric/Variable
718	PfSN01_040005400	SN01	PfSN01_04	36187	44780	erythrocyte membrane protein 1, PfEMP1	PfCD01_120058300	3	PfCD01_120058300, PfSN01_040005400, PfNF166_120007600:pseudogene	1	33.33333333333333	Subtelomeric/Variable
719	PfSN01_040006000	SN01	PfSN01_04	63644	64627	rifin	PfCD01_040005900	3	PfGB4_040006400, PfCD01_040005900, PfSN01_040006000	3	100.0	Subtelomeric/Variable
720	PfSN01_040006100	SN01	PfSN01_04	66931	67896	rifin	PfDd2_040006300	7	PfDd2_040006300, PfHB3_040005200, PfKE01_040007700, PfGB4_140006800, PfGN01_040006300, PfCD01_040006000, PfSN01_040006100	1	14.285714285714285	Subtelomeric/Variable
721	PfSN01_040017700	SN01	PfSN01_04	541448	551390	erythrocyte membrane protein 1, PfEMP1	PfSN01_040017700	1	PfSN01_040017700	1	100.0	Subtelomeric/Variable
722	PfSN01_040025500	SN01	PfSN01_04	896878	905674	erythrocyte membrane protein 1, PfEMP1	PfSN01_040025500	1	PfSN01_040025500	1	100.0	Core
723	PfSN01_040025900	SN01	PfSN01_04	920091	928788	erythrocyte membrane protein 1, PfEMP1	PfSN01_040025900	1	PfSN01_040025900	1	100.0	Core
724	PfSN01_040030100	SN01	PfSN01_04	1098297	1098895	hypothetical protein	PfDd2_040030400	7	PfDd2_040030400, PfHB3_120058300, PfIT_040030000, PfKH02_040030900, PfGB4_040030200, PfSN01_040030100, PfNF166_040031100	7	100.0	Subtelomeric/Variable
725	PfSN01_040030300	SN01	PfSN01_04	1103739	1104873	rifin	PfGB4_040030400	2	PfGB4_040030400, PfSN01_040030300	2	100.0	Subtelomeric/Variable
726	PfSN01_050005000	SN01	PfSN01_05	1	2516	erythrocyte membrane protein 1, PfEMP1	PfSN01_050005000	1	PfSN01_050005000	1	100.0	Subtelomeric/Variable
727	PfSN01_050005100	SN01	PfSN01_05	5160	6346	rifin	PfSN01_050005100	1	PfSN01_050005100	1	100.0	Subtelomeric/Variable
728	PfSN01_050005200	SN01	PfSN01_05	8186	9325	rifin	PfSN01_050005200	1	PfSN01_050005200	1	100.0	Subtelomeric/Variable
729	PfSN01_050005300	SN01	PfSN01_05	11273	12371	rifin	PfSN01_050005300	1	PfSN01_050005300	1	100.0	Subtelomeric/Variable
730	PfSN01_050005400	SN01	PfSN01_05	14314	22901	erythrocyte membrane protein 1, PfEMP1	PfSN01_050005400	1	PfSN01_050005400	1	100.0	Subtelomeric/Variable
731	PfSN01_050005500	SN01	PfSN01_05	25594	26774	rifin	PfSN01_050005500	1	PfSN01_050005500	1	100.0	Subtelomeric/Variable
732	PfSN01_050005600	SN01	PfSN01_05	28616	29755	rifin	PfSN01_050005600	1	PfSN01_050005600	1	100.0	Subtelomeric/Variable
733	PfSN01_050005700	SN01	PfSN01_05	31703	32882	rifin	PfSN01_050005700	1	PfSN01_050005700	1	100.0	Subtelomeric/Variable
734	PfSN01_050037800	SN01	PfSN01_05	1362501	1374738	erythrocyte membrane protein 1, PfEMP1	PfSN01_050037800	1	PfSN01_050037800	1	100.0	Subtelomeric/Variable
735	PfSN01_060005100	SN01	PfSN01_06	3519	12352	erythrocyte membrane protein 1, PfEMP1	PfGA01_100045500	3	PfGB4_030030800, PfGA01_100045500, PfSN01_060005100	2	66.66666666666666	Subtelomeric/Variable
736	PfSN01_060005300	SN01	PfSN01_06	17729	18863	acidic terminal segments, variant surface antigen of PfEMP1, putative	PfSN01_060005300	1	PfSN01_060005300	1	100.0	Subtelomeric/Variable
737	PfSN01_060037800	SN01	PfSN01_06	1336287	1347003	erythrocyte membrane protein 1, PfEMP1	PfKH02_060005800	2	PfKH02_060005800, PfSN01_060037800	2	100.0	Subtelomeric/Variable
738	PfSN01_070005700	SN01	PfSN01_07	40938	50721	erythrocyte membrane protein 1, PfEMP1	PfSN01_070005700	1	PfSN01_070005700	1	100.0	Subtelomeric/Variable
739	PfSN01_070005800	SN01	PfSN01_07	52563	53814	rifin	PfSN01_070005800	1	PfSN01_070005800	1	100.0	Subtelomeric/Variable
740	PfSN01_070016700	SN01	PfSN01_07	522295	527648	erythrocyte membrane protein 1, PfEMP1	PfCD01_120045100	2	PfCD01_120045100, PfSN01_070016700	2	100.0	Subtelomeric/Variable
741	PfSN01_070017500	SN01	PfSN01_07	571379	578969	erythrocyte membrane protein 1, PfEMP1	PfGA01_070015900	4	PfKE01_070016000, PfKH01_080013500, PfGA01_070015900, PfSN01_070017500	2	50.0	Core
742	PfSN01_070036300	SN01	PfSN01_07	1373078	1374310	rifin	Pf7G8-2_000049300	9	Pf7G8_020005900, Pf7G8-2_000049300, PfGB4_040030500, PfKH01_020006500, PfGA01_000006100, PfGN01_020006600, PfCD01_020026800, PfSN01_070036300, PfNF166_020006200, PfNF166_020006400	4	44.44444444444444	Subtelomeric/Variable
743	PfSN01_080037400	SN01	PfSN01_08	1370201	1381343	erythrocyte membrane protein 1, PfEMP1	PfSN01_080037400	1	PfSN01_080037400	1	100.0	Subtelomeric/Variable
744	PfSN01_090005700	SN01	PfSN01_09	47130	58902	erythrocyte membrane protein 1, PfEMP1	PfDd2_070005500	3	PfDd2_070005500, PfGB4_040031300, PfSN01_090005700	3	100.0	Subtelomeric/Variable
745	PfSN01_100040500	SN01	PfSN01_10	1401428	1402732	S-antigen protein, putative	PfSN01_100040500	1	PfSN01_100040500	1	100.0	Core
746	PfSN01_100045100	SN01	PfSN01_10	1616389	1617480	rifin	PfSN01_100045100	1	PfSN01_100045100	1	100.0	Subtelomeric/Variable
747	PfSN01_110052800	SN01	PfSN01_11	1932837	1945505	erythrocyte membrane protein 1, PfEMP1	PfSN01_110052800	1	PfSN01_110052800	1	100.0	Subtelomeric/Variable
748	PfSN01_120005700	SN01	PfSN01_12	27850	36569	erythrocyte membrane protein 1, PfEMP1	PfKH01_130076800	2	PfKH01_130076800, PfSN01_120005700	1	50.0	Subtelomeric/Variable
749	PfSN01_120005800	SN01	PfSN01_12	38587	46990	erythrocyte membrane protein 1, PfEMP1	PfSN01_120005800	1	PfSN01_120005800	1	100.0	Subtelomeric/Variable
750	PfSN01_120006400	SN01	PfSN01_12	69007	79026	erythrocyte membrane protein 1, PfEMP1	PfSN01_120006400	1	PfSN01_120006400	1	100.0	Subtelomeric/Variable
751	PfSN01_120045800	SN01	PfSN01_12	1749614	1759322	erythrocyte membrane protein 1, PfEMP1	PfKH01_120046800	2	PfKH01_120046800, PfSN01_120045800	2	100.0	Subtelomeric/Variable
752	PfSN01_120058900	SN01	PfSN01_12	2226471	2227448	Plasmodium RESA N-terminal, putative	Pf7G8_120059150	10	Pf7G8_120059150, PfHB3_120058250, PfIT_120058800, PfKH02_120058150, PfKE01_120058900, PfGB4_120058800, PfKH01_120059550, PfGA01_120058900, PfGN01_120059700, PfSN01_120058900	9	90.0	Core
753	PfSN01_120060500	SN01	PfSN01_12	2273797	2284474	erythrocyte membrane protein 1, PfEMP1	PfSN01_120060500	1	PfSN01_120060500	1	100.0	Subtelomeric/Variable
754	PfSN01_130005000	SN01	PfSN01_13	1888	2943	hypothetical protein	PfDd2_130007800	11	PfDd2_130007800, Pf7G8_130006400, PfHB3_130008300, PfIT_130007200, PfKE01_130007600, PfGB4_130007900, PfKH01_130006200, PfGA01_130008000, PfGN01_130008700, PfCD01_130007500, PfSN01_130005000	11	100.0	Subtelomeric/Variable
755	PfSN01_130066900	SN01	PfSN01_13	2448476	2448982	hypothetical protein	PfDd2_130069700	15	PfDd2_130069700, Pf7G8_130068400, PfHB3_130070300, PfIT_130069200, PfKH02_130066800, PfKE01_130069500, Pf7G8-2_000466300, PfGB4_130069800, PfKH01_130067900, PfGA01_130070000, PfGN01_130070600, PfCD01_130069500, PfSN01_130066900, PfNF166_130068800, PfNF54_130068500	15	100.0	Core
756	PfSN01_130075300	SN01	PfSN01_13	2750909	2762911	erythrocyte membrane protein 1, PfEMP1	PfCD01_040005300	3	PfKH01_050005600, PfCD01_040005300, PfSN01_130075300	2	66.66666666666666	Subtelomeric/Variable
757	PfSN01_140006100	SN01	PfSN01_14	58877	68645	erythrocyte membrane protein 1, PfEMP1	PfSN01_140006100	1	PfSN01_140006100	1	100.0	Subtelomeric/Variable
758	PfSN01_140006900	SN01	PfSN01_14	94790	95590	hypothetical protein	Pf7G8_100043800	4	Pf7G8_100043800, PfHB3_100043700, PfGA01_040030200, PfSN01_140006900	4	100.0	Subtelomeric/Variable
759	PfSN01_140086100	SN01	PfSN01_14	3375702	3378879	ring-infected erythrocyte surface antigen	PfSN01_140086100	1	PfSN01_140086100	1	100.0	Subtelomeric/Variable
760	PfSN01_140086200	SN01	PfSN01_14	3381854	3382613	hypothetical protein	PfSN01_140086200	1	PfSN01_140086200	1	100.0	Subtelomeric/Variable
761	PfSN01_140086400	SN01	PfSN01_14	3386256	3387317	rifin	PfSN01_140086400	1	PfSN01_140086400	1	100.0	Subtelomeric/Variable
762	PfSN01_140086900	SN01	PfSN01_14	3401238	3402519	rifin	PfSN01_140086900	1	PfSN01_140086900	1	100.0	Subtelomeric/Variable
763	PfSN01_140087400	SN01	PfSN01_14	3416255	3417431	rifin	PfSN01_140087400	1	PfSN01_140087400	1	100.0	Subtelomeric/Variable
764	PfSN01_140087900	SN01	PfSN01_14	3435641	3436899	rifin	PfCD01_030005800	4	PfHB3_030028900, PfGA01_030006500, PfCD01_030005800, PfSN01_140087900	2	50.0	Subtelomeric/Variable
765	PfSN01_140088200	SN01	PfSN01_14	3446267	3447538	rifin	PfSN01_140088200	1	PfSN01_140088200	1	100.0	Subtelomeric/Variable
