Gene ID	source_id	Genomic Location (Gene)	Product Description	Selected Samples that match	Sum of Unique Peptides (Within Samples)	Unique Peptides (Across Samples)
PF3D7_0810900	PF3D7_0810900.1	Pf3D7_08_v3:550,902..553,375(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0811000	PF3D7_0811000.1	Pf3D7_08_v3:553,116..558,148(+)	cullin-1	15	155	48
PF3D7_0811100	PF3D7_0811100.1	Pf3D7_08_v3:557,333..560,018(-)	mitochondrial carrier protein, putative	2	5	5
PF3D7_0811200	PF3D7_0811200.1	Pf3D7_08_v3:560,303..564,782(+)	ER membrane protein complex subunit 1, putative	21	247	65
PF3D7_0811300	PF3D7_0811300.1	Pf3D7_08_v3:565,878..573,416(+)	CCR4-associated factor 1	16	45	35
PF3D7_0811400	PF3D7_0811400.1	Pf3D7_08_v3:574,372..578,973(+)	conserved protein, unknown function	22	93	38
PF3D7_0811500	PF3D7_0811500.1	Pf3D7_08_v3:579,007..582,905(+)	histone-arginine methyltransferase CARM1, putative	11	21	13
PF3D7_0811600	PF3D7_0811600.1	Pf3D7_08_v3:582,804..589,463(-)	protein MAP1, putative	26	287	73
PF3D7_0811700	PF3D7_0811700.1	Pf3D7_08_v3:588,248..593,489(+)	conserved Plasmodium protein, unknown function	2	2	2
PF3D7_0811900	PF3D7_0811900.1	Pf3D7_08_v3:595,885..601,015(+)	RNA-binding protein, putative	2	3	3
PF3D7_0812000	PF3D7_0812000.1	Pf3D7_08_v3:600,525..602,266(-)	conserved protein, unknown function	1	1	1
PF3D7_0812100	PF3D7_0812100.1	Pf3D7_08_v3:604,520..613,359(+)	proteasome activator complex subunit 4, putative	20	335	107
PF3D7_0812200	PF3D7_0812200.1	Pf3D7_08_v3:614,919..617,931(-)	serine protease HTRA2	2	2	2
PF3D7_0812300	PF3D7_0812300.1	Pf3D7_08_v3:618,843..620,228(-)	sporozoite surface protein 3, putative	17	87	22
PF3D7_0812400	PF3D7_0812400.1	Pf3D7_08_v3:621,441..624,649(-)	karyopherin alpha	35	235	50
PF3D7_0812500	PF3D7_0812500.1	Pf3D7_08_v3:625,465..630,796(-)	RNA-binding protein, putative	28	148	91
PF3D7_0812600	PF3D7_0812600.1	Pf3D7_08_v3:630,864..632,632(-)	ubiquitin-conjugating enzyme E2, putative	8	19	3
PF3D7_0812700	PF3D7_0812700.1	Pf3D7_08_v3:633,221..635,112(+)	U1 small nuclear ribonucleoprotein C, putative	12	24	11
PF3D7_0812800	PF3D7_0812800.1	Pf3D7_08_v3:635,537..635,755(-)	zinc finger protein, putative	1	1	1
PF3D7_0812900	PF3D7_0812900.1	Pf3D7_08_v3:636,628..642,867(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0813000	PF3D7_0813000.1	Pf3D7_08_v3:643,066..645,158(-)	protein KIC7	18	65	41
PF3D7_0813100	PF3D7_0813100.1	Pf3D7_08_v3:646,538..650,135(-)	conserved Plasmodium protein, unknown function	11	33	24
PF3D7_0813200	PF3D7_0813200.1	Pf3D7_08_v3:650,932..654,029(-)	CS domain protein, putative	14	73	27
PF3D7_0813300	PF3D7_0813300.1	Pf3D7_08_v3:655,382..658,303(+)	NPL domain-containing protein, putative	37	251	52
PF3D7_0813400	PF3D7_0813400.1	Pf3D7_08_v3:658,343..664,292(-)	conserved protein, unknown function	30	170	50
PF3D7_0813500	PF3D7_0813500.1	Pf3D7_08_v3:665,548..667,095(-)	PUB domain-containing protein, putative	16	64	30
PF3D7_0813600	PF3D7_0813600.1	Pf3D7_08_v3:668,841..671,366(+)	translation initiation factor SUI1, putative	11	23	15
PF3D7_0813700	PF3D7_0813700.1	Pf3D7_08_v3:670,741..675,700(-)	ABC transporter F family member 1	1	1	1
PF3D7_0813800	PF3D7_0813800.1	Pf3D7_08_v3:676,314..677,698(+)	GDP-mannose 4,6-dehydratase	2	9	6
PF3D7_0813900	PF3D7_0813900.1	Pf3D7_08_v3:677,696..679,757(-)	40S ribosomal protein S16, putative	35	164	22
PF3D7_0814000	PF3D7_0814000.1	Pf3D7_08_v3:679,355..681,960(+)	60S ribosomal protein L13-2, putative	35	216	45
PF3D7_0814200	PF3D7_0814200.1	Pf3D7_08_v3:684,997..689,981(+)	DNA/RNA-binding protein Alba 1	44	309	47
PF3D7_0814300	PF3D7_0814300.1	Pf3D7_08_v3:690,182..694,542(-)	AAA family ATPase, putative	1	1	1
PF3D7_0814400	PF3D7_0814400.1	Pf3D7_08_v3:694,720..697,978(-)	phospholipase PLA1, putative	2	4	4
PF3D7_0814500	PF3D7_0814500.1	Pf3D7_08_v3:699,666..703,075(+)	conserved protein, unknown function	3	4	4
PF3D7_0814600	PF3D7_0814600.1	Pf3D7_08_v3:703,502..704,683(-)	structural integrity maintenance protein SIMP, putative	12	134	58
PF3D7_0814700	PF3D7_0814700.1	Pf3D7_08_v3:705,804..707,350(+)	conserved Plasmodium protein, unknown function	3	11	9
PF3D7_0814900	PF3D7_0814900.1	Pf3D7_08_v3:707,792..709,223(+)	superoxide dismutase [Fe]	21	169	47
PF3D7_0815200	PF3D7_0815200.1	Pf3D7_08_v3:715,597..720,744(+)	importin subunit beta, putative	18	261	63
PF3D7_0815300	PF3D7_0815300.1	Pf3D7_08_v3:721,348..725,652(+)	FAD-dependent monooxygenase, putative	4	11	9
PF3D7_0815400	PF3D7_0815400.1	Pf3D7_08_v3:725,500..726,860(-)	ATP synthase-associated protein, putative	9	44	15
PF3D7_0815500	PF3D7_0815500.1	Pf3D7_08_v3:727,118..730,725(+)	conserved Plasmodium protein, unknown function	5	16	11
PF3D7_0815600	PF3D7_0815600.1	Pf3D7_08_v3:729,750..732,584(-)	eukaryotic translation initiation factor 3 subunit G, putative	29	156	35
PF3D7_0815700	PF3D7_0815700.1	Pf3D7_08_v3:732,891..735,068(-)	ubiquitin	2	5	4
PF3D7_0815800	PF3D7_0815800.1	Pf3D7_08_v3:735,354..742,006(-)	vacuolar protein sorting-associated protein 9, putative	17	108	76
PF3D7_0815900	PF3D7_0815900.1	Pf3D7_08_v3:743,266..745,505(+)	dihydrolipoyl dehydrogenase, apicoplast	2	9	8
PF3D7_0816000	PF3D7_0816000.1	Pf3D7_08_v3:745,888..748,084(-)	ribosome assembly protein RRB1, putative	3	3	2
PF3D7_0816100	PF3D7_0816100.1	Pf3D7_08_v3:748,331..750,033(+)	phosphopantothenoylcysteine decarboxylase, putative	11	38	13
PF3D7_0816200	PF3D7_0816200.1	Pf3D7_08_v3:749,823..751,095(-)	vacuolar protein sorting-associated protein 2, putative	15	50	9
PF3D7_0816300	PF3D7_0816300.1	Pf3D7_08_v3:751,942..756,173(-)	male gamete fusion factor HAP2P	4	17	14
PF3D7_0816400	PF3D7_0816400.1	Pf3D7_08_v3:756,978..758,683(+)	EF-hand calcium-binding domain-containing protein, putative	8	36	17
PF3D7_0816500	PF3D7_0816500.1	Pf3D7_08_v3:760,138..761,031(+)	small heat shock protein HSP20, putative	17	130	43
PF3D7_0816600	PF3D7_0816600.1	Pf3D7_08_v3:761,600..765,908(-)	chaperone protein ClpB1	19	276	65
PF3D7_0816700	PF3D7_0816700.1	Pf3D7_08_v3:766,329..767,961(+)	trafficking protein particle complex subunit 2-like protein, putative	2	2	2
PF3D7_0816900	PF3D7_0816900.1	Pf3D7_08_v3:770,704..771,789(+)	adenylate kinase 2	4	38	15
PF3D7_0817200	PF3D7_0817200.1	Pf3D7_08_v3:776,926..780,434(-)	conserved protein, unknown function	1	1	1
PF3D7_0817300	PF3D7_0817300.1	Pf3D7_08_v3:782,602..791,836(-)	conserved Plasmodium protein, unknown function	11	55	40
PF3D7_0817500	PF3D7_0817500.1	Pf3D7_08_v3:798,401..800,807(+)	histidine triad nucleotide-binding protein 1	23	86	20
PF3D7_0817600	PF3D7_0817600.1	Pf3D7_08_v3:800,326..804,715(-)	conserved protein, unknown function	5	10	10
PF3D7_0817700	PF3D7_0817700.1	Pf3D7_08_v3:804,723..814,055(-)	rhoptry neck protein 5	14	257	84
PF3D7_0817800	PF3D7_0817800.1	Pf3D7_08_v3:814,303..815,974(+)	respiratory chain complex 3 associated protein 3	1	1	1
PF3D7_0817900	PF3D7_0817900.1	Pf3D7_08_v3:816,742..818,583(-)	high mobility group protein B2	40	116	28
PF3D7_0818000	PF3D7_0818000.1	Pf3D7_08_v3:819,137..822,699(+)	U4/U6.U5 small nuclear ribonucleoprotein, putative	7	17	14
PF3D7_0818100	PF3D7_0818100.1	Pf3D7_08_v3:823,912..827,305(+)	C3H1-type zinc finger protein CZIF2	3	11	10
PF3D7_0818200	PF3D7_0818200.1	Pf3D7_08_v3:827,788..832,382(+)	14-3-3 protein	52	556	89
PF3D7_0818300	PF3D7_0818300.1	Pf3D7_08_v3:833,185..835,334(+)	dynactin subunit 6, putative	1	1	1
PF3D7_0818500	PF3D7_0818500.1	Pf3D7_08_v3:841,264..844,248(+)	zinc finger protein, putative	8	17	7
PF3D7_0818600	PF3D7_0818600.1	Pf3D7_08_v3:844,765..847,530(-)	BEM46-like protein, putative	19	156	39
PF3D7_0818700	PF3D7_0818700.1	Pf3D7_08_v3:847,541..854,736(-)	DNA helicase, putative	10	151	56
PF3D7_0818800	PF3D7_0818800.1	Pf3D7_08_v3:855,347..857,162(-)	U3 small nucleolar ribonucleoprotein protein IMP4, putative	3	8	8
PF3D7_0818900	PF3D7_0818900.1	Pf3D7_08_v3:858,550..862,980(+)	heat shock protein 70	57	1367	220
PF3D7_0819000	PF3D7_0819000.1	Pf3D7_08_v3:863,419..868,820(-)	ribonuclease, putative	4	10	8
PF3D7_0819200	PF3D7_0819200.1	Pf3D7_08_v3:871,410..873,440(+)	perforin-like protein 5	2	2	2
PF3D7_0819500	PF3D7_0819500.1	Pf3D7_08_v3:881,047..884,462(+)	conserved protein, unknown function	5	25	14
PF3D7_0819600	PF3D7_0819600.1	Pf3D7_08_v3:884,484..887,623(-)	ubiquitin-like protein, putative	34	225	43
PF3D7_0819700	PF3D7_0819700.1	Pf3D7_08_v3:888,126..890,471(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0819800	PF3D7_0819800.1	Pf3D7_08_v3:891,658..898,502(-)	tetratricopeptide repeat protein, putative	6	45	33
PF3D7_0819900	PF3D7_0819900.1	Pf3D7_08_v3:898,831..899,705(-)	U6 snRNA-associated Sm-like protein LSm3, putative	12	32	8
PF3D7_0820000	PF3D7_0820000.1	Pf3D7_08_v3:900,195..908,628(-)	Snf2-related CBP activator, putative	8	40	33
PF3D7_0820200	PF3D7_0820200.1	Pf3D7_08_v3:911,627..915,386(-)	phosphatidylglycerophosphate synthase	7	47	22
PF3D7_0820300	PF3D7_0820300.1	Pf3D7_08_v3:917,497..921,911(+)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0820500	PF3D7_0820500.1	Pf3D7_08_v3:925,054..927,974(+)	protein transport protein YIF1, putative	14	39	24
PF3D7_0820600	PF3D7_0820600.1	Pf3D7_08_v3:928,546..930,946(+)	conserved protein, unknown function	2	5	5
PF3D7_0820700	PF3D7_0820700.1	Pf3D7_08_v3:931,673..935,916(+)	2-oxoglutarate dehydrogenase E1 component	23	261	72
PF3D7_0820800	PF3D7_0820800.1	Pf3D7_08_v3:936,266..939,277(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0820900	PF3D7_0820900.1	Pf3D7_08_v3:939,305..944,689(-)	conserved Plasmodium protein, unknown function	6	14	13
PF3D7_0821000	PF3D7_0821000.1	Pf3D7_08_v3:948,437..951,284(+)	conserved Plasmodium protein, unknown function	21	78	30
PF3D7_0821100	PF3D7_0821100.1	Pf3D7_08_v3:952,488..956,466(+)	protein kinase 1	4	9	9
PF3D7_0821200	PF3D7_0821200.1	Pf3D7_08_v3:957,099..958,258(+)	conserved protein, unknown function	10	28	7
PF3D7_0821300	PF3D7_0821300.1	Pf3D7_08_v3:958,332..962,154(-)	ATP-dependent RNA helicase DHX36, putative	9	14	9
PF3D7_0821400	PF3D7_0821400.1	Pf3D7_08_v3:964,289..967,130(+)	conserved Plasmodium protein, unknown function	28	91	26
PF3D7_0821500	PF3D7_0821500.1	Pf3D7_08_v3:967,747..969,151(-)	ribosomal RNA small subunit methyltransferase NEP1, putative	1	4	4
PF3D7_0821600	PF3D7_0821600.1	Pf3D7_08_v3:969,674..972,177(+)	polyribonucleotide 5'-hydroxyl-kinase Clp1, putative	4	7	3
PF3D7_0821700	PF3D7_0821700.1	Pf3D7_08_v3:972,554..974,543(+)	60S ribosomal protein L22, putative	26	84	16
PF3D7_0821800	PF3D7_0821800.1	Pf3D7_08_v3:974,967..976,983(+)	protein transport protein SEC61 subunit beta, putative	17	28	9
PF3D7_0822000	PF3D7_0822000.1	Pf3D7_08_v3:978,451..980,772(+)	ribosomal protein L4, mitochondrial, putative	1	1	1
PF3D7_0822100	PF3D7_0822100.1	Pf3D7_08_v3:980,704..982,153(-)	mediator of RNA polymerase II transcription subunit 7, putative	6	26	11
PF3D7_0822200	PF3D7_0822200.1	Pf3D7_08_v3:982,546..987,696(+)	phosphorylated CTD interacting factor 1 WW domain-containing protein, putative	1	1	1
PF3D7_0822300	PF3D7_0822300.1	Pf3D7_08_v3:987,718..989,078(-)	small nuclear ribonucleoprotein G, putative	10	13	5
PF3D7_0822400	PF3D7_0822400.1	Pf3D7_08_v3:989,973..992,608(+)	conserved Plasmodium protein, unknown function	4	25	19
PF3D7_0822500	PF3D7_0822500.1	Pf3D7_08_v3:992,633..994,306(-)	dynein light chain 1	5	72	22
PF3D7_0822600	PF3D7_0822600.1	Pf3D7_08_v3:996,626..1,000,388(+)	protein transport protein SEC23	21	188	42
PF3D7_0822700	PF3D7_0822700.1	Pf3D7_08_v3:1,000,443..1,004,032(-)	thrombospondin-related protein 1, putative	5	13	11
PF3D7_0822800	PF3D7_0822800.1	Pf3D7_08_v3:1,005,414..1,007,397(+)	U5 small nuclear ribonucleoprotein 40 kDa protein, putative	10	41	12
PF3D7_0822900	PF3D7_0822900.1	Pf3D7_08_v3:1,006,504..1,011,755(-)	PhIL1-interacting candidate PIC2	15	131	79
PF3D7_0823000	PF3D7_0823000.1	Pf3D7_08_v3:1,012,878..1,017,485(-)	serine/threonine protein kinase VPS15, putative	4	5	5
PF3D7_0823100	PF3D7_0823100.1	Pf3D7_08_v3:1,018,071..1,021,346(-)	RWD domain-containing protein, putative	2	4	4
PF3D7_0823200	PF3D7_0823200.1	Pf3D7_08_v3:1,021,372..1,025,708(-)	RNA-binding protein	38	233	40
PF3D7_0823300	PF3D7_0823300.1	Pf3D7_08_v3:1,028,410..1,034,211(+)	histone acetyltransferase GCN5	31	117	58
PF3D7_0823800	PF3D7_0823800.1	Pf3D7_08_v3:1,042,935..1,046,408(+)	DnaJ protein, putative	33	281	59
PF3D7_0823900	PF3D7_0823900.1	Pf3D7_08_v3:1,047,155..1,048,908(+)	dicarboxylate/tricarboxylate carrier	14	144	31
PF3D7_0824000	PF3D7_0824000.1	Pf3D7_08_v3:1,049,233..1,051,936(-)	conserved Plasmodium protein, unknown function	1	4	4
PF3D7_0824200	PF3D7_0824200.1	Pf3D7_08_v3:1,054,798..1,059,140(+)	conserved Plasmodium protein, unknown function	9	92	43
PF3D7_0824400	PF3D7_0824400.1	Pf3D7_08_v3:1,062,190..1,065,384(-)	nucleoside transporter 2	14	68	39
PF3D7_0824600	PF3D7_0824600.1	Pf3D7_08_v3:1,068,408..1,070,384(+)	Fe-S cluster assembly protein DRE2, putative	12	33	11
PF3D7_0824800	PF3D7_0824800.1	Pf3D7_08_v3:1,075,261..1,080,181(+)	conserved Plasmodium membrane protein, unknown function	3	16	15
PF3D7_0824900	PF3D7_0824900.1	Pf3D7_08_v3:1,079,441..1,083,413(-)	conserved Plasmodium protein, unknown function	3	10	9
PF3D7_0825000	PF3D7_0825000.1	Pf3D7_08_v3:1,085,451..1,091,286(+)	conserved Plasmodium protein, unknown function	8	89	78
PF3D7_0825100	PF3D7_0825100.1	Pf3D7_08_v3:1,091,998..1,093,221(+)	ankyrin-repeat protein, putative	3	6	2
PF3D7_0825300	PF3D7_0825300.1	Pf3D7_08_v3:1,094,794..1,095,972(-)	SAYSvFN domain-containing protein, putative	3	3	2
PF3D7_0825400	PF3D7_0825400.1	Pf3D7_08_v3:1,096,198..1,097,701(+)	ATP synthase-associated protein, putative	6	22	7
PF3D7_0825500	PF3D7_0825500.1	Pf3D7_08_v3:1,097,742..1,100,613(+)	protein KRI1, putative	7	16	15
PF3D7_0825900	PF3D7_0825900.1	Pf3D7_08_v3:1,105,631..1,108,315(+)	conserved Plasmodium protein, unknown function	7	81	35
PF3D7_0826000	PF3D7_0826000.1	Pf3D7_08_v3:1,108,918..1,112,872(+)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0826100	PF3D7_0826100.1	Pf3D7_08_v3:1,112,930..1,140,853(-)	HECT-like E3 ubiquitin ligase, putative	26	280	187
PF3D7_0826200	PF3D7_0826200.1	Pf3D7_08_v3:1,142,499..1,144,972(-)	alpha/beta hydrolase, putative	1	1	1
PF3D7_0826300	PF3D7_0826300.1	Pf3D7_08_v3:1,144,934..1,147,897(+)	SPRY domain, putative	4	6	5
PF3D7_0826500	PF3D7_0826500.1	Pf3D7_08_v3:1,151,361..1,157,299(+)	ubiquitin conjugation factor E4 B, putative	26	182	54
PF3D7_0826600	PF3D7_0826600.1	Pf3D7_08_v3:1,156,860..1,158,860(-)	SNARE protein, putative	1	1	1
PF3D7_0826700	PF3D7_0826700.1	Pf3D7_08_v3:1,159,770..1,162,786(-)	receptor for activated c kinase	33	316	67
PF3D7_0826900	PF3D7_0826900.1	Pf3D7_08_v3:1,164,491..1,167,540(+)	conserved Plasmodium protein, unknown function	6	36	33
PF3D7_0827000	PF3D7_0827000.1	Pf3D7_08_v3:1,167,240..1,171,585(-)	ATP-dependent RNA helicase DBP10, putative	5	5	4
PF3D7_0827100	PF3D7_0827100.1	Pf3D7_08_v3:1,172,102..1,177,112(+)	translation initiation factor IF-2, putative	2	4	4
PF3D7_0827200	PF3D7_0827200.1	Pf3D7_08_v3:1,177,310..1,180,324(+)	conserved Plasmodium protein, unknown function	3	3	3
PF3D7_0827300	PF3D7_0827300.1	Pf3D7_08_v3:1,181,264..1,183,916(+)	conserved Plasmodium protein, unknown function	4	15	11
PF3D7_0827400	PF3D7_0827400.1	Pf3D7_08_v3:1,184,595..1,185,251(+)	conserved protein, unknown function	1	1	1
PF3D7_0827600	PF3D7_0827600.1	Pf3D7_08_v3:1,187,168..1,193,439(-)	conserved Plasmodium protein, unknown function	1	1	1
PF3D7_0827700	PF3D7_0827700.1	Pf3D7_08_v3:1,193,847..1,196,678(-)	magnesium transporter, putative	2	2	2
PF3D7_0827800	PF3D7_0827800.1	Pf3D7_08_v3:1,198,717..1,206,312(+)	SET domain protein, putative	7	27	25
PF3D7_0827900	PF3D7_0827900.1	Pf3D7_08_v3:1,206,438..1,209,016(-)	protein disulfide-isomerase	32	798	154
PF3D7_0828000	PF3D7_0828000.1	Pf3D7_08_v3:1,210,692..1,211,860(+)	rhomboid protease ROM3	1	1	1
PF3D7_0828200	PF3D7_0828200.1	Pf3D7_08_v3:1,215,932..1,221,181(+)	leucine--tRNA ligase, putative	1	1	1
PF3D7_0828300	PF3D7_0828300.1	Pf3D7_08_v3:1,220,018..1,223,432(-)	conserved protein, unknown function	14	30	18
PF3D7_0828500	PF3D7_0828500.1	Pf3D7_08_v3:1,226,140..1,228,476(-)	translation initiation factor eIF-2B subunit alpha, putative	8	29	9
PF3D7_0828700	PF3D7_0828700.1	Pf3D7_08_v3:1,232,769..1,236,746(+)	coiled-coil domain-containing protein 39, putative	4	76	32
PF3D7_0828800	PF3D7_0828800.1	Pf3D7_08_v3:1,237,184..1,241,229(-)	GPI-anchored micronemal antigen	19	188	60
PF3D7_0828900	PF3D7_0828900.1	Pf3D7_08_v3:1,241,589..1,243,830(-)	conserved protein, unknown function	12	50	15
PF3D7_0829000	PF3D7_0829000.1	Pf3D7_08_v3:1,244,473..1,251,543(+)	conserved Plasmodium membrane protein, unknown function	12	25	22
PF3D7_0829100	PF3D7_0829100.1	Pf3D7_08_v3:1,251,559..1,253,831(+)	coiled-coil domain-containing protein 124, putative	5	9	7
PF3D7_0829200	PF3D7_0829200.1	Pf3D7_08_v3:1,254,054..1,255,517(+)	prohibitin 1	20	104	23
PF3D7_0829300	PF3D7_0829300.1	Pf3D7_08_v3:1,255,816..1,257,815(+)	U6 snRNA-associated Sm-like protein LSm8, putative	7	14	4
PF3D7_0829400	PF3D7_0829400.1	Pf3D7_08_v3:1,257,111..1,260,032(-)	prolyl 4-hydroxylase subunit alpha, putative	5	8	7
PF3D7_0829500	PF3D7_0829500.1	Pf3D7_08_v3:1,260,048..1,267,062(-)	conserved Plasmodium protein, unknown function	1	2	2
PF3D7_0829600	PF3D7_0829600.1	Pf3D7_08_v3:1,268,752..1,270,237(+)	early transcribed membrane protein 8	5	19	7
PF3D7_0830400	PF3D7_0830400.1	Pf3D7_08_v3:1,293,204..1,295,482(+)	CRA domain-containing protein, putative	7	8	5
PF3D7_0830500	PF3D7_0830500.1	Pf3D7_08_v3:1,295,569..1,299,431(-)	sporozoite and liver stage tryptophan-rich protein, putative	19	86	49
PF3D7_0830600	PF3D7_0830600.1	Pf3D7_08_v3:1,301,831..1,305,620(+)	Plasmodium exported protein (PHISTc), unknown function	4	10	4
PF3D7_0830700	PF3D7_0830700.1	Pf3D7_08_v3:1,306,209..1,308,595(+)	Plasmodium exported protein (hyp9), unknown function	1	2	2
PF3D7_0830900	PF3D7_0830900.1	Pf3D7_08_v3:1,317,009..1,318,914(-)	Plasmodium exported protein, unknown function	1	1	1
PF3D7_0831000	PF3D7_0831000.1	Pf3D7_08_v3:1,320,917..1,323,071(+)	Plasmodium exported protein (PHISTb), unknown function	3	4	4
PF3D7_0831200	PF3D7_0831200.1	Pf3D7_08_v3:1,332,590..1,336,697(+)	DnaJ protein, putative	2	3	2
PF3D7_0831300	PF3D7_0831300.1	Pf3D7_08_v3:1,337,791..1,342,328(+)	Plasmodium exported protein, unknown function	7	59	19
PF3D7_0831400	PF3D7_0831400.1	Pf3D7_08_v3:1,343,563..1,345,903(-)	Plasmodium exported protein, unknown function	8	25	16
PF3D7_0831600	PF3D7_0831600.1	Pf3D7_08_v3:1,358,188..1,363,639(+)	cytoadherence linked asexual protein 8	3	7	7
PF3D7_0831700	PF3D7_0831700.1	Pf3D7_08_v3:1,364,640..1,369,862(-)	heat shock protein 70	27	321	59
PF3D7_0832200	PF3D7_0832200.1	Pf3D7_08_v3:1,391,454..1,394,200(+)	Plasmodium exported protein (PHISTa-like), unknown function	2	14	10
PF3D7_0832200	PF3D7_0832200.2	Pf3D7_08_v3:1,391,454..1,394,200(+)	Plasmodium exported protein (PHISTa-like), unknown function	2	14	10
PF3D7_0832500	PF3D7_0832500.1	Pf3D7_08_v3:1,402,567..1,403,711(-)	rifin	1	1	1
PF3D7_0833500	PF3D7_0833500.1	Pf3D7_08_v3:1,435,794..1,443,449(-)	erythrocyte membrane protein 1, PfEMP1	1	3	3
PF3D7_0900100	PF3D7_0900100.1	Pf3D7_09_v3:20,080..27,885(+)	erythrocyte membrane protein 1, PfEMP1	1	1	1
PF3D7_0900200	PF3D7_0900200.1	Pf3D7_09_v3:29,797..31,157(-)	rifin	1	2	2
PF3D7_0900300	PF3D7_0900300.1	Pf3D7_09_v3:33,553..34,795(-)	rifin	3	3	3
PF3D7_0901000	PF3D7_0901000.1	Pf3D7_09_v3:58,162..59,240(-)	rifin	1	1	1
PF3D7_0901100	PF3D7_0901100.1	Pf3D7_09_v3:61,342..62,553(-)	rifin	1	1	1
PF3D7_0901800	PF3D7_0901800.1	Pf3D7_09_v3:83,928..85,972(+)	Plasmodium exported protein, unknown function	1	1	1
PF3D7_0901900	PF3D7_0901900.1	Pf3D7_09_v3:85,707..88,318(-)	probable protein, unknown function	1	1	1
PF3D7_0902000	PF3D7_0902000.1	Pf3D7_09_v3:89,201..92,043(-)	serine/threonine protein kinase, FIKK family	1	1	1
PF3D7_0902200	PF3D7_0902200.1	Pf3D7_09_v3:98,010..101,528(-)	serine/threonine protein kinase, FIKK family	8	18	13
PF3D7_0902400	PF3D7_0902400.1	Pf3D7_09_v3:106,514..108,406(-)	serine/threonine protein kinase, FIKK family	1	1	1
PF3D7_0902800	PF3D7_0902800.1	Pf3D7_09_v3:120,969..125,252(-)	serine repeat antigen 9	5	54	31
PF3D7_0902900	PF3D7_0902900.1	Pf3D7_09_v3:127,416..127,724(+)	early transcribed membrane protein, putative	2	3	2
PF3D7_0903000	PF3D7_0903000.1	Pf3D7_09_v3:128,833..130,079(+)	conserved protein, unknown function	1	1	1
PF3D7_0903100	PF3D7_0903100.1	Pf3D7_09_v3:130,060..131,208(-)	protein RER1, putative	10	19	6
PF3D7_0903200	PF3D7_0903200.1	Pf3D7_09_v3:133,034..136,372(-)	ras-related protein RAB7	26	128	23
PF3D7_0903300	PF3D7_0903300.1	Pf3D7_09_v3:138,715..151,403(+)	conserved protein, unknown function	6	11	10
PF3D7_0903400	PF3D7_0903400.1	Pf3D7_09_v3:151,318..161,672(-)	ATP-dependent RNA helicase DDX60, putative	32	405	125
PF3D7_0903500	PF3D7_0903500.1	Pf3D7_09_v3:162,043..167,477(+)	nucleoporin NUP138, putative	18	110	69
PF3D7_0903600	PF3D7_0903600.1	Pf3D7_09_v3:168,458..173,493(+)	protein hook, putative	10	58	32
PF3D7_0903700	PF3D7_0903700.1	Pf3D7_09_v3:174,409..177,722(+)	alpha tubulin 1	39	361	103
PF3D7_0903800	PF3D7_0903800.1	Pf3D7_09_v3:179,187..183,991(+)	LCCL domain-containing protein	2	2	2
PF3D7_0903900	PF3D7_0903900.1	Pf3D7_09_v3:184,821..186,458(+)	60S ribosomal protein L32	19	61	11
PF3D7_0904000	PF3D7_0904000.1	Pf3D7_09_v3:186,468..190,718(-)	GTPase-activating protein, putative	15	112	30
PF3D7_0904100	PF3D7_0904100.1	Pf3D7_09_v3:190,858..195,827(-)	AP-4 complex subunit epsilon, putative	15	78	52
PF3D7_0904200	PF3D7_0904200.1	Pf3D7_09_v3:197,658..198,894(+)	PH domain-containing protein, putative	1	1	1
PF3D7_0904300	PF3D7_0904300.1	Pf3D7_09_v3:199,051..207,458(-)	conserved protein, unknown function	1	1	1
PF3D7_0904400	PF3D7_0904400.1	Pf3D7_09_v3:207,785..209,281(-)	signal peptidase complex subunit 3, putative	15	62	17
PF3D7_0904500	PF3D7_0904500.1	Pf3D7_09_v3:209,347..211,040(+)	prefoldin subunit 4, putative	9	25	7
PF3D7_0904600	PF3D7_0904600.1	Pf3D7_09_v3:211,700..218,608(+)	ubiquitin specific protease, putative	17	64	42
PF3D7_0904700	PF3D7_0904700.1	Pf3D7_09_v3:218,206..219,855(-)	bacterial histone-like protein	16	76	16
PF3D7_0904800	PF3D7_0904800.1	Pf3D7_09_v3:221,574..224,589(+)	replication protein A1, small fragment	35	272	47
PF3D7_0904900	PF3D7_0904900.1	Pf3D7_09_v3:224,609..233,976(-)	copper-transporting ATPase	21	118	61
PF3D7_0905000	PF3D7_0905000.1	Pf3D7_09_v3:234,018..235,610(-)	ATP synthase-associated protein, putative	14	74	18
PF3D7_0905100	PF3D7_0905100.1	Pf3D7_09_v3:236,028..243,109(-)	nucleoporin NUP221, putative	26	124	52
PF3D7_0905200	PF3D7_0905200.1	Pf3D7_09_v3:245,200..249,920(-)	mitochondrial carrier protein, putative	2	3	3
PF3D7_0905300	PF3D7_0905300.1	Pf3D7_09_v3:251,353..269,709(-)	dynein heavy chain, putative	10	628	272
PF3D7_0905400	PF3D7_0905400.1	Pf3D7_09_v3:270,371..275,833(-)	high molecular weight rhoptry protein 3	38	509	117
